[2025-11-07 14:10:21] [INFO    ] discord.client: logging in using static token
[2025-11-07 14:10:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'READY', 's': 1, 'op': 0, 'd': {'v': 10, 'user_settings': {}, 'user': {'verified': True, 'username': 'BotDeTarek-genielog', 'primary_guild': None, 'mfa_enabled': False, 'id': '1435363417039835238', 'global_name': None, 'flags': 0, 'email': None, 'discriminator': '7323', 'clan': None, 'bot': True, 'avatar': None}, 'session_type': 'normal', 'session_id': '1a0825bf8d6ac67c58b726e49b455d5e', 'resume_gateway_url': 'wss://gateway-us-east1-d.discord.gg', 'relationships': [], 'private_channels': [], 'presences': [], 'guilds': [{'unavailable': True, 'id': '1435374464392233103'}], 'guild_join_requests': [], 'geo_ordered_rtc_regions': ['newark', 'us-east', 'us-central', 'atlanta', 'us-south'], 'game_relationships': [], 'auth': {}, 'application': {'id': '1435363417039835238', 'flags': 557056}, '_trace': ['["gateway-prd-arm-us-east1-d-b80g",{"micros":332132,"calls":["id_created",{"micros":541,"calls":[]},"session_lookup_time",{"micros":404,"calls":[]},"session_lookup_finished",{"micros":12,"calls":[]},"discord-sessions-prd-2-132",{"micros":329847,"calls":["start_session",{"micros":324535,"calls":["discord-api-rpc-cbdd8d977-gndkd",{"micros":263617,"calls":["get_user",{"micros":62035},"get_guilds",{"micros":10134},"send_scheduled_deletion_message",{"micros":13},"guild_join_requests",{"micros":186},"authorized_ip_coro",{"micros":8},"pending_payments",{"micros":43937},"apex_experiments",{"micros":6034},"user_activities",{"micros":5},"played_application_ids",{"micros":3},"linked_users",{"micros":2}]}]},"starting_guild_connect",{"micros":48,"calls":[]},"presence_started",{"micros":248,"calls":[]},"guilds_started",{"micros":64,"calls":[]},"lobbies_started",{"micros":39,"calls":[]},"guilds_connect",{"micros":1,"calls":[]},"presence_connect",{"micros":4888,"calls":[]},"connect_finished",{"micros":4897,"calls":[]},"build_ready",{"micros":13,"calls":[]},"clean_ready",{"micros":1,"calls":[]},"optimize_ready",{"micros":1,"calls":[]},"split_ready",{"micros":0,"calls":[]}]}]}]']}}
[2025-11-07 14:10:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-07 14:10:22] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: 1a0825bf8d6ac67c58b726e49b455d5e).
[2025-11-07 14:10:22] [DEBUG   ] discord.client: Dispatching event connect
[2025-11-07 14:10:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'safety_alerts_channel_id': None, 'region': 'deprecated', 'max_stage_video_channel_users': 50, 'roles': [{'version': 1762290340515, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1435374464392233103', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1762290378812, 'unicode_emoji': None, 'tags': {'bot_id': '1435363417039835238'}, 'position': 1, 'permissions': '563276639497216', 'name': 'bot', 'mentionable': False, 'managed': True, 'id': '1435374625788792944', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'banner': None, 'soundboard_sounds': [], 'rules_channel_id': None, 'profile': None, 'members': [{'user': {'username': 'BotDeTarek-genielog', 'public_flags': 0, 'primary_guild': None, 'id': '1435363417039835238', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '7323', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1435374625788792944'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-04T21:06:18.850000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'latest_onboarding_question_id': None, 'owner_configured_content_level': 0, 'splash': None, 'presences': [], 'application_id': None, 'voice_states': [], 'default_message_notifications': 0, 'id': '1435374464392233103', 'lazy': True, 'inventory_settings': None, 'home_header': None, 'name': 'Serveur de tarek', 'max_members': 25000000, 'nsfw': False, 'system_channel_flags': 0, 'hub_type': None, 'embedded_activities': [], 'owner_id': '1182933098099392585', 'threads': [], 'nsfw_level': 0, 'verification_level': 0, 'preferred_locale': 'en-US', 'afk_timeout': 300, 'max_video_channel_users': 25, 'premium_progress_bar_enabled': False, 'description': None, 'premium_tier': 0, 'member_count': 2, 'premium_features': None, 'guild_scheduled_events': [], 'stage_instances': [], 'premium_subscription_count': 0, 'mfa_level': 0, 'joined_at': '2025-11-04T21:06:18.850000+00:00', 'stickers': [], 'icon': None, 'vanity_url_code': None, 'large': False, 'public_updates_channel_id': None, 'afk_channel_id': None, 'explicit_content_filter': 0, 'activity_instances': [], 'application_command_counts': {}, 'channels': [{'version': 1762290340519, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Salons textuels', 'id': '1435374465390346360', 'flags': 0}, {'version': 1762290340526, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Salons vocaux', 'id': '1435374465390346361', 'flags': 0}, {'version': 1762290340546, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1435374465390346360', 'name': 'général', 'last_message_id': '1436431211743543406', 'id': '1435374465390346362', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1762290340567, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1435374465390346361', 'name': 'Général', 'last_message_id': None, 'id': '1435374465390346363', 'icon_emoji': {'name': '🎙', 'id': None}, 'flags': 0, 'bitrate': 64000}, {'version': 1762370764554, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1435374465390346360', 'name': 'avis-étudiant', 'last_message_id': '1436431154210410589', 'id': '1435711788196036608', 'flags': 0}], 'incidents_data': None, 'system_channel_id': '1435374465390346362', 'version': 1762370752254, 'moderator_reporting': None, 'unavailable': False, 'emojis': [], 'discovery_splash': None, 'features': []}}
[2025-11-07 14:10:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-07 14:10:22] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': 'd701fcc961126bc8fcb874604a631180', 'members': [{'user': {'username': 'tarek_zer', 'public_flags': 0, 'primary_guild': None, 'id': '1182933098099392585', 'global_name': 'tarek', 'display_name_styles': None, 'display_name': 'tarek', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': None}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-04T21:05:40.394000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'BotDeTarek-genielog', 'public_flags': 0, 'primary_guild': None, 'id': '1435363417039835238', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '7323', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1435374625788792944'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-04T21:06:18.850000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1435374464392233103', 'chunk_index': 0, 'chunk_count': 1}}
[2025-11-07 14:10:22] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-07 14:10:22] [DEBUG   ] discord.state: Processed a chunk for 2 members in guild ID 1435374464392233103.
[2025-11-07 14:10:24] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-11-07 14:10:24] [DEBUG   ] discord.client: Dispatching event ready
[2025-11-07 14:10:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 4, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-07T19:10:24.445000+00:00', 'pinned': False, 'nonce': '7038198300363100283', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1435374625788792944'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-04T21:06:18.850000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1436432620878827601', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Bonjour à tous sur **Serveur de tarek** ! Le bot est maintenant en ligne 🚀\nVoici le format attendu pour soumettre un avis :\n```\n!avis Cours: IFT2255 | Difficulté: 7 | Charge: 6 | Commentaire: Projet intéressant mais long\n```', 'components': [], 'channel_type': 0, 'channel_id': '1435374465390346362', 'author': {'username': 'BotDeTarek-genielog', 'public_flags': 0, 'primary_guild': None, 'id': '1435363417039835238', 'global_name': None, 'display_name_styles': None, 'discriminator': '7323', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1435374464392233103'}}
[2025-11-07 14:10:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-07 14:10:24] [DEBUG   ] discord.client: Dispatching event message
[2025-11-07 14:10:24] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1435374465390346362/messages with {"content":" Bonjour \u00e0 tous sur **Serveur de tarek** ! Le bot est maintenant en ligne \ud83d\ude80\nVoici le format attendu pour soumettre un avis :\n```\n!avis Cours: IFT2255 | Difficult\u00e9: 7 | Charge: 6 | Commentaire: Projet int\u00e9ressant mais long\n```","components":[],"nonce":"7038198300363100283","enforce_nonce":true,"tts":false} has returned 200
[2025-11-07 14:10:24] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (3df15bae86f6647dd4dfcbd5c6949480).
[2025-11-07 14:10:24] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1435374465390346362/messages has received {'type': 0, 'content': 'Bonjour à tous sur **Serveur de tarek** ! Le bot est maintenant en ligne 🚀\nVoici le format attendu pour soumettre un avis :\n```\n!avis Cours: IFT2255 | Difficulté: 7 | Charge: 6 | Commentaire: Projet intéressant mais long\n```', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-07T19:10:24.445000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1436432620878827601', 'channel_id': '1435374465390346362', 'author': {'id': '1435363417039835238', 'username': 'BotDeTarek-genielog', 'avatar': None, 'discriminator': '7323', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '7038198300363100283'}
[2025-11-07 14:10:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-07T19:10:24.658000+00:00', 'pinned': False, 'nonce': '2083335413392584180', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1435374625788792944'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-04T21:06:18.850000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1436432621772083413', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Bonjour à tous sur **Serveur de tarek** ! Le bot est maintenant en ligne 🚀\nVoici le format attendu pour soumettre un avis :\n```\n!avis Cours: IFT2255 | Difficulté: 7 | Charge: 6 | Commentaire: Projet intéressant mais long\n```', 'components': [], 'channel_type': 0, 'channel_id': '1435711788196036608', 'author': {'username': 'BotDeTarek-genielog', 'public_flags': 0, 'primary_guild': None, 'id': '1435363417039835238', 'global_name': None, 'display_name_styles': None, 'discriminator': '7323', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1435374464392233103'}}
[2025-11-07 14:10:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-07 14:10:24] [DEBUG   ] discord.client: Dispatching event message
[2025-11-07 14:10:24] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1435711788196036608/messages with {"content":" Bonjour \u00e0 tous sur **Serveur de tarek** ! Le bot est maintenant en ligne \ud83d\ude80\nVoici le format attendu pour soumettre un avis :\n```\n!avis Cours: IFT2255 | Difficult\u00e9: 7 | Charge: 6 | Commentaire: Projet int\u00e9ressant mais long\n```","components":[],"nonce":"2083335413392584180","enforce_nonce":true,"tts":false} has returned 200
[2025-11-07 14:10:24] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1435711788196036608/messages has received {'type': 0, 'content': 'Bonjour à tous sur **Serveur de tarek** ! Le bot est maintenant en ligne 🚀\nVoici le format attendu pour soumettre un avis :\n```\n!avis Cours: IFT2255 | Difficulté: 7 | Charge: 6 | Commentaire: Projet intéressant mais long\n```', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-07T19:10:24.658000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1436432621772083413', 'channel_id': '1435711788196036608', 'author': {'id': '1435363417039835238', 'username': 'BotDeTarek-genielog', 'avatar': None, 'discriminator': '7323', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '2083335413392584180'}
[2025-11-07 14:10:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 6, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-07T19:10:29.808000+00:00', 'pinned': False, 'nonce': '1436432642391146496', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-04T21:05:40.394000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1436432643372875826', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!avis Cours: IFT2255 | Difficulté: 7 | Charge: 6 | Commentaire: Projet intéressant mais long', 'components': [], 'channel_type': 0, 'channel_id': '1435374465390346362', 'author': {'username': 'tarek_zer', 'public_flags': 0, 'primary_guild': None, 'id': '1182933098099392585', 'global_name': 'tarek', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1435374464392233103'}}
[2025-11-07 14:10:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-07 14:10:29] [DEBUG   ] discord.client: Dispatching event message
[2025-11-07 14:10:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 7, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-07T19:10:29.939000+00:00', 'pinned': False, 'nonce': '16761781102786300903', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1435374625788792944'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-04T21:06:18.850000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1436432643922198568', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Avis reçu et enregistré avec succès !', 'components': [], 'channel_type': 0, 'channel_id': '1435374465390346362', 'author': {'username': 'BotDeTarek-genielog', 'public_flags': 0, 'primary_guild': None, 'id': '1435363417039835238', 'global_name': None, 'display_name_styles': None, 'discriminator': '7323', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1435374464392233103'}}
[2025-11-07 14:10:30] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-07 14:10:30] [DEBUG   ] discord.client: Dispatching event message
[2025-11-07 14:10:30] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1435374465390346362/messages with {"content":" Avis re\u00e7u et enregistr\u00e9 avec succ\u00e8s !","components":[],"nonce":"16761781102786300903","enforce_nonce":true,"tts":false} has returned 200
[2025-11-07 14:10:30] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1435374465390346362/messages has received {'type': 0, 'content': 'Avis reçu et enregistré avec succès !', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-07T19:10:29.939000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1436432643922198568', 'channel_id': '1435374465390346362', 'author': {'id': '1435363417039835238', 'username': 'BotDeTarek-genielog', 'avatar': None, 'discriminator': '7323', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '16761781102786300903'}
[2025-11-07 14:10:30] [DEBUG   ] discord.client: Dispatching event command_error
[2025-11-07 14:10:30] [ERROR   ] discord.ext.commands.bot: Ignoring exception in command None
discord.ext.commands.errors.CommandNotFound: Command "avis" is not found
[2025-11-07 14:10:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 8, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-07T19:10:52.428000+00:00', 'pinned': False, 'nonce': '1436432737765425152', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-04T21:05:40.394000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1436432738248036474', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!avis Cours: IFT2255 | Difficulté: 7 | Charge: 6 | Commentaire: Projet intéressant mais long', 'components': [], 'channel_type': 0, 'channel_id': '1435374465390346362', 'author': {'username': 'tarek_zer', 'public_flags': 0, 'primary_guild': None, 'id': '1182933098099392585', 'global_name': 'tarek', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1435374464392233103'}}
[2025-11-07 14:10:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-07 14:10:52] [DEBUG   ] discord.client: Dispatching event message
[2025-11-07 14:10:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-11-07T19:10:52.668000+00:00', 'pinned': False, 'nonce': '18417439927012228811', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1435374625788792944'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-04T21:06:18.850000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1436432739254669382', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Avis reçu et enregistré avec succès !', 'components': [], 'channel_type': 0, 'channel_id': '1435374465390346362', 'author': {'username': 'BotDeTarek-genielog', 'public_flags': 0, 'primary_guild': None, 'id': '1435363417039835238', 'global_name': None, 'display_name_styles': None, 'discriminator': '7323', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1435374464392233103'}}
[2025-11-07 14:10:52] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-11-07 14:10:52] [DEBUG   ] discord.client: Dispatching event message
[2025-11-07 14:10:52] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1435374465390346362/messages with {"content":" Avis re\u00e7u et enregistr\u00e9 avec succ\u00e8s !","components":[],"nonce":"18417439927012228811","enforce_nonce":true,"tts":false} has returned 200
[2025-11-07 14:10:52] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1435374465390346362/messages has received {'type': 0, 'content': 'Avis reçu et enregistré avec succès !', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-11-07T19:10:52.668000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1436432739254669382', 'channel_id': '1435374465390346362', 'author': {'id': '1435363417039835238', 'username': 'BotDeTarek-genielog', 'avatar': None, 'discriminator': '7323', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '18417439927012228811'}
[2025-11-07 14:10:52] [DEBUG   ] discord.client: Dispatching event command_error
[2025-11-07 14:10:52] [ERROR   ] discord.ext.commands.bot: Ignoring exception in command None
discord.ext.commands.errors.CommandNotFound: Command "avis" is not found
[2025-11-07 14:11:03] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 9.
[2025-11-07 14:11:03] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:11:44] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 9.
[2025-11-07 14:11:44] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:12:25] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 9.
[2025-11-07 14:12:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:13:06] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 9.
[2025-11-07 14:13:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:13:48] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 9.
[2025-11-07 14:13:48] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:14:29] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 9.
[2025-11-07 14:14:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:15:10] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 9.
[2025-11-07 14:15:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:15:51] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 9.
[2025-11-07 14:15:52] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:16:33] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 9.
[2025-11-07 14:16:33] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-11-07 14:17:14] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 9.
[2025-11-07 14:17:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
